,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
3706,79,retired,divorced,primary,no,2787,no,no,telephone,13,jul,617,1,377,1,success,yes
6405,30,blue-collar,married,primary,no,0,yes,no,cellular,6,may,239,2,-1,0,unknown,no
5103,25,student,married,tertiary,no,10,yes,no,cellular,21,jul,857,4,-1,0,unknown,yes
4029,48,services,divorced,unknown,no,973,no,no,cellular,8,oct,319,1,134,2,success,yes
1494,35,management,divorced,tertiary,no,26,no,no,cellular,16,apr,78,2,-1,0,unknown,yes
6770,27,admin.,married,secondary,no,16,yes,no,cellular,3,feb,54,3,-1,0,unknown,no
706,60,management,married,tertiary,no,0,no,no,cellular,7,aug,401,3,-1,0,unknown,yes
10998,33,blue-collar,married,primary,no,-132,yes,yes,cellular,18,may,170,6,-1,0,unknown,no
6466,51,management,married,tertiary,no,-15,no,no,cellular,25,jul,212,2,-1,0,unknown,no
2562,42,management,married,tertiary,no,976,no,no,cellular,19,aug,164,1,-1,0,unknown,yes
3614,68,retired,divorced,primary,no,2027,no,no,cellular,15,jun,619,2,92,2,success,yes
10777,42,management,married,tertiary,no,0,no,no,cellular,6,aug,81,3,-1,0,unknown,no
9622,40,admin.,married,secondary,no,-253,yes,no,cellular,9,jul,177,1,-1,0,unknown,no
9506,47,self-employed,married,primary,no,574,yes,no,cellular,20,nov,137,5,-1,0,unknown,no
3521,37,technician,single,tertiary,no,197,no,no,cellular,13,may,234,1,87,3,success,yes
6197,26,admin.,single,secondary,no,-12,yes,no,unknown,4,jun,98,1,-1,0,unknown,no
5029,42,management,married,tertiary,no,2665,yes,no,cellular,4,jun,280,2,126,11,failure,yes
6967,30,blue-collar,single,secondary,no,573,yes,no,unknown,12,may,116,2,-1,0,unknown,no
9883,42,admin.,married,secondary,no,437,yes,no,cellular,11,aug,120,3,190,1,failure,no
1768,45,technician,married,secondary,no,1998,no,no,cellular,4,may,237,5,-1,0,unknown,yes
6326,33,services,married,primary,no,0,yes,no,cellular,7,may,227,2,-1,0,unknown,no
8714,47,entrepreneur,married,unknown,no,1481,yes,no,cellular,6,may,64,2,364,3,failure,no
7964,37,services,married,secondary,no,483,yes,no,cellular,30,jan,188,1,-1,0,unknown,no
7965,26,student,single,secondary,no,502,yes,no,telephone,7,may,82,1,-1,0,unknown,no
1711,33,student,single,unknown,no,1170,no,no,cellular,30,apr,352,1,-1,0,unknown,yes
10628,55,services,married,secondary,no,283,yes,no,unknown,19,may,156,1,-1,0,unknown,no
5910,49,services,married,secondary,no,1114,no,no,cellular,17,nov,283,1,-1,0,unknown,no
186,35,technician,divorced,secondary,no,5724,yes,no,unknown,30,may,691,10,-1,0,unknown,yes
6457,45,blue-collar,married,secondary,no,2071,no,yes,telephone,22,jul,1148,2,-1,0,unknown,no
1536,41,self-employed,married,secondary,no,323,yes,no,cellular,17,apr,949,2,254,6,other,yes
4400,33,blue-collar,single,secondary,no,76,yes,no,unknown,4,jun,1141,4,-1,0,unknown,yes
3933,32,blue-collar,married,primary,no,1644,no,no,cellular,7,sep,492,3,102,5,other,yes
7801,38,entrepreneur,married,primary,no,350,yes,no,cellular,8,may,75,1,-1,0,unknown,no
21,43,management,single,tertiary,no,2067,yes,no,unknown,8,may,756,1,-1,0,unknown,yes
5702,47,entrepreneur,divorced,secondary,no,186,no,no,cellular,2,feb,112,2,-1,0,unknown,no
7312,46,unemployed,divorced,secondary,no,0,no,no,cellular,30,jul,638,3,-1,0,unknown,no
1972,32,blue-collar,single,secondary,no,811,yes,no,cellular,14,may,563,1,-1,0,unknown,yes
8647,34,management,married,tertiary,no,0,no,no,cellular,29,aug,120,2,-1,0,unknown,no
5953,45,technician,divorced,tertiary,no,206,no,no,cellular,13,aug,376,4,-1,0,unknown,no
2023,39,entrepreneur,married,tertiary,yes,-172,yes,no,cellular,15,may,562,2,-1,0,unknown,yes
6349,54,management,married,tertiary,no,195,no,yes,cellular,4,feb,47,1,265,6,other,no
8171,56,services,married,secondary,no,642,yes,no,cellular,30,jan,16,1,2,3,other,no
10444,51,admin.,married,secondary,no,176,no,no,cellular,28,jan,214,1,183,2,failure,no
6360,34,management,married,tertiary,no,0,yes,yes,cellular,10,jul,129,1,-1,0,unknown,no
1227,31,management,divorced,tertiary,no,373,no,no,cellular,10,feb,132,6,-1,0,unknown,yes
1079,35,admin.,divorced,secondary,no,3636,no,yes,cellular,21,nov,808,2,-1,0,unknown,yes
5045,43,management,married,tertiary,no,0,no,no,cellular,14,jul,1153,3,-1,0,unknown,yes
6246,44,management,married,tertiary,no,1850,yes,no,cellular,6,may,274,1,-1,0,unknown,no
5360,62,retired,married,tertiary,no,4692,yes,no,cellular,15,oct,73,1,-1,0,unknown,no
10440,38,management,single,tertiary,no,2117,no,no,cellular,14,aug,81,2,-1,0,unknown,no
10830,34,blue-collar,divorced,secondary,no,0,yes,no,cellular,5,may,150,1,-1,0,unknown,no
9869,68,retired,married,secondary,no,20723,yes,no,cellular,28,apr,318,2,-1,0,unknown,no
4512,43,blue-collar,married,primary,no,3917,no,no,cellular,2,mar,154,1,-1,0,unknown,yes
3980,61,housemaid,married,primary,no,2580,no,no,cellular,16,sep,270,3,202,7,other,yes
6955,50,admin.,married,secondary,no,1575,no,no,cellular,17,nov,407,1,-1,0,unknown,no
7598,20,student,single,primary,no,134,no,no,cellular,12,jul,273,1,277,3,other,no
7840,59,housemaid,divorced,tertiary,no,0,no,no,cellular,20,apr,379,1,332,2,other,no
10290,42,blue-collar,married,primary,no,2003,yes,no,cellular,17,apr,177,3,-1,0,unknown,no
3481,60,blue-collar,married,primary,no,5,no,no,cellular,4,may,494,1,95,2,success,yes
8273,40,services,single,secondary,no,65,yes,no,cellular,15,may,15,3,-1,0,unknown,no
2754,83,retired,single,primary,no,1965,no,no,telephone,13,oct,1003,3,-1,0,unknown,yes
9616,48,admin.,married,secondary,no,1060,yes,no,cellular,20,apr,87,2,318,3,failure,no
1197,31,services,single,secondary,no,13,no,yes,cellular,6,feb,1019,2,-1,0,unknown,yes
7209,31,unemployed,single,tertiary,no,140,yes,no,telephone,7,may,11,2,-1,0,unknown,no
8733,43,self-employed,married,tertiary,no,3157,no,no,cellular,21,apr,381,2,330,17,other,no
11055,41,self-employed,divorced,tertiary,no,4418,yes,no,cellular,21,nov,855,3,-1,0,unknown,no
7831,54,unemployed,single,tertiary,no,252,yes,no,cellular,21,jul,101,1,-1,0,unknown,no
1392,38,blue-collar,single,tertiary,no,172,yes,no,cellular,1,apr,1176,1,-1,0,unknown,yes
3978,39,admin.,divorced,secondary,no,112,no,no,cellular,16,sep,574,3,-1,0,unknown,yes
2458,58,unemployed,married,secondary,no,687,yes,no,cellular,7,aug,221,1,99,2,success,yes
1892,51,blue-collar,married,secondary,no,518,yes,no,cellular,12,may,918,1,-1,0,unknown,yes
3058,55,admin.,married,secondary,no,1633,no,no,cellular,11,jan,210,1,192,2,success,yes
5411,44,unemployed,married,tertiary,no,1151,yes,no,unknown,5,jun,127,2,-1,0,unknown,no
4364,53,admin.,married,secondary,no,849,yes,no,cellular,6,feb,3102,3,-1,0,unknown,yes
6813,26,admin.,single,secondary,no,712,yes,no,unknown,6,may,232,1,-1,0,unknown,no
357,30,technician,married,tertiary,no,526,yes,yes,unknown,26,jun,677,3,-1,0,unknown,yes
5493,50,services,married,secondary,no,901,yes,no,unknown,20,jun,8,6,-1,0,unknown,no
4410,32,admin.,married,secondary,no,0,yes,no,cellular,30,apr,177,2,-1,0,unknown,yes
6567,35,management,single,tertiary,no,-292,yes,no,cellular,18,may,166,2,272,6,failure,no
102,31,blue-collar,married,secondary,no,2,yes,no,unknown,20,may,182,2,-1,0,unknown,yes
3160,36,admin.,single,tertiary,no,994,no,no,cellular,5,feb,195,1,176,5,failure,yes
8165,57,management,divorced,tertiary,no,2549,no,no,cellular,17,jul,193,2,-1,0,unknown,no
8473,47,blue-collar,married,secondary,no,4709,no,no,cellular,22,aug,78,4,-1,0,unknown,no
8635,30,services,single,secondary,no,-143,yes,no,cellular,15,may,85,1,-1,0,unknown,no
6307,29,admin.,single,secondary,no,488,yes,no,cellular,4,jun,105,1,-1,0,unknown,no
8283,51,management,married,primary,no,6298,yes,no,unknown,20,jun,14,3,-1,0,unknown,no
3085,39,management,married,tertiary,no,2939,no,no,cellular,15,jan,348,2,-1,0,unknown,yes
9522,50,technician,married,secondary,no,103,yes,no,cellular,3,feb,109,4,267,6,failure,no
5510,39,admin.,single,secondary,no,2749,yes,no,cellular,19,nov,128,1,-1,0,unknown,no
4075,30,management,single,tertiary,no,985,yes,no,cellular,25,oct,304,1,94,2,success,yes
8723,31,blue-collar,married,secondary,no,1131,yes,yes,cellular,15,apr,126,1,148,6,failure,no
2911,20,student,single,unknown,no,801,no,no,cellular,11,nov,244,2,-1,0,unknown,yes
10662,38,blue-collar,married,primary,no,362,yes,no,unknown,8,may,100,5,-1,0,unknown,no
7786,43,technician,divorced,secondary,no,0,yes,no,cellular,5,may,150,2,342,2,failure,no
9745,30,blue-collar,single,secondary,no,132,yes,no,unknown,16,may,329,1,-1,0,unknown,no
564,31,management,married,tertiary,no,1224,yes,yes,cellular,24,jul,1441,2,-1,0,unknown,yes
3908,65,retired,married,primary,no,308,no,no,cellular,1,sep,400,1,-1,0,unknown,yes
9673,28,unemployed,single,primary,no,236,no,no,cellular,6,feb,460,3,-1,0,unknown,no
1506,42,blue-collar,married,secondary,no,1598,yes,yes,cellular,16,apr,1463,2,-1,0,unknown,yes
958,37,entrepreneur,divorced,tertiary,no,66,no,no,cellular,18,nov,1164,2,-1,0,unknown,yes
1436,29,management,single,tertiary,no,1377,no,no,cellular,8,apr,548,2,-1,0,unknown,yes
7110,39,admin.,married,unknown,no,378,no,no,unknown,20,jun,17,5,-1,0,unknown,no
4939,24,technician,single,secondary,no,598,no,no,cellular,12,may,762,1,182,2,success,yes
2874,59,management,married,secondary,no,4412,no,no,cellular,2,nov,162,2,-1,0,unknown,yes
3668,26,blue-collar,single,secondary,no,463,no,yes,cellular,2,jul,248,2,-1,0,unknown,yes
3107,20,student,single,unknown,no,829,no,no,cellular,27,jan,196,3,202,2,success,yes
3957,28,management,single,tertiary,no,187,no,no,cellular,10,sep,255,1,93,2,success,yes
10503,33,housemaid,married,primary,no,0,no,no,cellular,11,aug,237,2,-1,0,unknown,no
10067,44,services,divorced,secondary,no,210,no,yes,unknown,12,may,111,2,-1,0,unknown,no
10101,34,admin.,married,secondary,no,3185,yes,no,unknown,13,may,520,1,-1,0,unknown,no
8741,39,management,married,tertiary,no,1654,no,yes,cellular,21,nov,151,1,-1,0,unknown,no
4181,27,unknown,single,secondary,no,1187,no,no,telephone,26,feb,232,1,101,1,failure,yes
8034,56,self-employed,married,unknown,no,0,no,no,cellular,19,aug,130,1,-1,0,unknown,no
1169,30,self-employed,married,tertiary,no,2666,no,no,cellular,4,feb,467,1,-1,0,unknown,yes
9762,36,admin.,divorced,tertiary,no,125,yes,no,unknown,26,may,172,1,-1,0,unknown,no
7401,52,admin.,single,unknown,no,872,yes,no,telephone,18,may,82,6,335,1,other,no
6789,30,management,single,tertiary,no,2876,no,no,cellular,6,aug,103,4,-1,0,unknown,no
7452,45,technician,married,secondary,no,1412,yes,no,cellular,11,may,764,4,-1,0,unknown,no
4945,39,blue-collar,married,unknown,no,1181,yes,no,cellular,30,jul,650,2,-1,0,unknown,yes
6672,57,admin.,divorced,secondary,no,-461,yes,yes,unknown,4,jun,145,8,-1,0,unknown,no
10878,50,blue-collar,married,primary,no,383,no,no,telephone,2,oct,382,2,-1,0,unknown,no
5938,31,services,single,secondary,no,2038,yes,no,unknown,20,may,148,1,-1,0,unknown,no
751,30,management,married,secondary,no,850,no,no,cellular,12,aug,507,2,-1,0,unknown,yes
8823,37,admin.,single,secondary,no,192,yes,no,unknown,23,may,105,2,-1,0,unknown,no
5082,26,blue-collar,single,secondary,no,191,yes,no,cellular,6,may,550,1,-1,0,unknown,yes
4758,53,blue-collar,divorced,primary,no,4401,no,no,telephone,11,nov,241,1,92,1,success,yes
573,25,services,married,secondary,no,0,yes,no,cellular,24,jul,458,9,-1,0,unknown,yes
412,31,management,single,tertiary,no,409,no,yes,cellular,9,jul,564,5,-1,0,unknown,yes
3092,66,retired,married,secondary,no,203,no,no,cellular,18,jan,353,1,195,1,success,yes
4104,29,management,single,secondary,no,703,yes,no,cellular,16,nov,236,1,550,2,success,yes
1202,50,management,married,tertiary,no,346,no,no,cellular,6,feb,178,1,-1,0,unknown,yes
2305,32,admin.,single,tertiary,no,8866,no,no,cellular,9,jun,234,2,83,2,success,yes
2010,31,admin.,married,secondary,no,685,yes,no,cellular,15,may,552,1,329,3,failure,yes
6798,43,management,married,tertiary,yes,0,no,no,cellular,27,aug,25,19,-1,0,unknown,no
4928,41,entrepreneur,married,secondary,no,30,no,no,cellular,30,apr,460,1,-1,0,unknown,yes
791,44,entrepreneur,married,tertiary,no,624,no,no,telephone,14,aug,552,2,-1,0,unknown,yes
4077,31,admin.,single,secondary,no,410,no,no,cellular,25,oct,182,1,185,1,success,yes
7667,57,services,married,primary,no,1728,yes,no,telephone,16,jul,164,1,-1,0,unknown,no
6596,53,technician,married,secondary,no,100,no,no,cellular,13,aug,205,4,-1,0,unknown,no
3774,40,admin.,married,secondary,no,0,no,no,cellular,28,jul,496,2,182,11,success,yes
7584,40,technician,divorced,tertiary,no,1871,yes,no,cellular,17,nov,64,1,-1,0,unknown,no
1773,32,self-employed,divorced,tertiary,no,3271,no,no,cellular,4,may,949,3,-1,0,unknown,yes
7789,33,management,single,tertiary,no,369,no,no,cellular,25,aug,143,10,-1,0,unknown,no
2740,33,management,single,tertiary,no,1781,no,no,cellular,8,oct,611,2,183,1,success,yes
1162,75,retired,divorced,primary,no,3881,yes,no,cellular,4,feb,136,3,-1,0,unknown,yes
6566,28,blue-collar,single,primary,no,431,yes,no,cellular,13,may,68,2,363,2,failure,no
6189,40,blue-collar,married,primary,no,592,yes,no,cellular,18,may,80,3,350,2,failure,no
3592,36,technician,divorced,secondary,no,2823,yes,no,cellular,8,jun,215,1,371,6,failure,yes
6780,30,services,single,secondary,no,-100,yes,yes,cellular,15,may,292,1,-1,0,unknown,no
5701,27,technician,married,secondary,no,7102,yes,no,unknown,30,may,141,9,-1,0,unknown,no
5946,38,services,divorced,secondary,no,446,yes,no,unknown,18,jun,373,4,-1,0,unknown,no
2205,53,admin.,married,secondary,no,109,no,no,telephone,2,jun,270,1,-1,0,unknown,yes
1879,39,management,married,tertiary,no,763,yes,no,cellular,11,may,877,7,300,2,other,yes
4783,36,admin.,married,tertiary,no,29,no,no,cellular,12,aug,576,1,-1,0,unknown,yes
2943,24,student,single,secondary,no,382,no,no,cellular,13,nov,256,2,92,3,failure,yes
2098,43,services,married,secondary,no,2145,no,no,cellular,22,may,271,1,183,3,failure,yes
7043,36,management,single,tertiary,no,1089,yes,no,unknown,30,may,126,1,-1,0,unknown,no
10449,31,admin.,single,secondary,no,50,no,no,cellular,29,jan,395,1,-1,0,unknown,no
10857,43,self-employed,married,secondary,no,5704,yes,no,cellular,6,aug,139,2,-1,0,unknown,no
530,41,management,single,tertiary,no,1253,no,no,cellular,21,jul,1134,5,-1,0,unknown,yes
325,53,technician,married,secondary,no,1319,no,no,unknown,19,jun,1318,3,-1,0,unknown,yes
4530,27,services,single,secondary,no,453,no,no,cellular,19,apr,142,2,-1,0,unknown,yes
8089,33,management,single,tertiary,no,2485,yes,no,cellular,2,nov,91,2,-1,0,unknown,no
6919,26,blue-collar,single,secondary,no,184,no,no,cellular,3,feb,110,2,6,1,other,no
1386,23,management,single,tertiary,no,2143,no,no,cellular,30,mar,180,2,-1,0,unknown,yes
5696,24,blue-collar,single,secondary,no,476,yes,no,unknown,4,jun,161,1,-1,0,unknown,no
1945,39,blue-collar,single,primary,no,0,yes,yes,cellular,13,may,1975,5,-1,0,unknown,yes
7326,34,blue-collar,married,secondary,no,577,no,no,unknown,14,may,337,1,-1,0,unknown,no
2537,44,management,married,tertiary,no,226,yes,no,cellular,14,aug,190,3,270,3,failure,yes
2314,60,admin.,married,secondary,no,3547,no,no,telephone,15,jun,351,6,-1,0,unknown,yes
1691,53,services,married,secondary,no,341,no,no,cellular,30,apr,423,2,-1,0,unknown,yes
1302,49,management,married,tertiary,no,2881,no,no,cellular,2,mar,120,3,-1,0,unknown,yes
2242,26,management,single,tertiary,no,2786,no,no,cellular,3,jun,300,2,72,1,success,yes
1495,32,blue-collar,married,secondary,yes,-53,yes,no,cellular,16,apr,648,1,272,1,other,yes
8199,41,technician,married,secondary,no,457,yes,yes,unknown,26,may,181,2,-1,0,unknown,no
3846,28,blue-collar,single,secondary,no,1348,yes,no,cellular,6,aug,221,2,-1,0,unknown,yes
2339,57,management,married,tertiary,no,10583,no,no,cellular,22,jun,295,3,-1,0,unknown,yes
1687,33,blue-collar,single,unknown,no,129,yes,yes,cellular,30,apr,482,1,161,1,failure,yes
496,27,services,married,secondary,no,0,yes,no,cellular,17,jul,991,5,-1,0,unknown,yes
2008,32,services,married,secondary,no,38,yes,no,cellular,15,may,744,1,-1,0,unknown,yes
1715,34,management,single,tertiary,no,1228,no,no,cellular,30,apr,580,2,84,8,success,yes
7944,43,technician,married,secondary,no,3723,yes,no,cellular,11,aug,134,4,-1,0,unknown,no
5636,29,services,single,secondary,no,1008,yes,no,unknown,23,may,426,9,-1,0,unknown,no
7107,38,management,single,tertiary,no,4841,no,no,cellular,22,may,580,3,-1,0,unknown,no
301,48,unemployed,single,tertiary,no,3229,no,no,unknown,16,jun,1089,1,-1,0,unknown,yes
374,45,technician,married,secondary,no,879,no,no,cellular,7,jul,621,2,-1,0,unknown,yes
10725,45,services,single,secondary,no,1515,no,no,unknown,20,jun,14,4,-1,0,unknown,no
6696,30,admin.,married,secondary,no,350,no,yes,cellular,9,jul,171,5,-1,0,unknown,no
10533,28,blue-collar,single,secondary,no,1735,yes,no,cellular,20,apr,89,1,-1,0,unknown,no
4080,78,management,married,unknown,no,1780,yes,no,cellular,25,oct,211,2,185,7,success,yes
5180,51,management,married,tertiary,no,469,no,no,cellular,15,apr,200,1,181,2,success,yes
3144,78,retired,married,unknown,no,4807,no,no,telephone,3,feb,892,2,104,4,success,yes
10974,41,unemployed,married,primary,no,183,yes,no,cellular,29,jul,271,1,-1,0,unknown,no
5291,48,blue-collar,married,secondary,no,238,yes,yes,cellular,2,jun,118,2,81,1,success,no
6368,28,admin.,married,secondary,no,5,yes,no,cellular,18,jul,121,1,-1,0,unknown,no
1883,34,admin.,divorced,secondary,no,479,yes,no,cellular,12,may,515,1,350,5,failure,yes
669,58,management,divorced,tertiary,no,1257,no,no,cellular,5,aug,1536,1,-1,0,unknown,yes
6057,36,blue-collar,married,secondary,no,2894,yes,no,cellular,17,jul,747,1,-1,0,unknown,no
9209,40,management,married,secondary,no,643,yes,no,cellular,17,apr,74,2,256,1,failure,no
602,55,technician,married,secondary,no,3899,yes,no,telephone,28,jul,596,4,-1,0,unknown,yes
6900,45,management,married,secondary,no,21,yes,no,unknown,3,jun,788,2,-1,0,unknown,no
6337,44,technician,married,tertiary,no,964,no,no,cellular,29,jul,158,2,-1,0,unknown,no
9439,52,admin.,married,secondary,no,1113,no,yes,cellular,8,jul,83,1,-1,0,unknown,no
7651,38,admin.,married,secondary,no,326,yes,no,cellular,17,apr,69,2,-1,0,unknown,no
8149,36,blue-collar,single,tertiary,no,1830,no,no,cellular,14,oct,183,1,91,11,failure,no
7655,29,blue-collar,married,primary,no,630,yes,no,cellular,30,jul,219,5,-1,0,unknown,no
5896,55,housemaid,divorced,primary,no,0,no,no,unknown,20,jun,398,2,-1,0,unknown,no
8626,30,management,married,tertiary,no,134,yes,no,unknown,19,may,70,1,-1,0,unknown,no
8764,55,technician,married,secondary,no,517,yes,yes,unknown,19,may,61,4,-1,0,unknown,no
9606,48,technician,married,secondary,no,-205,yes,yes,cellular,9,jul,112,1,-1,0,unknown,no
9795,60,self-employed,married,secondary,no,0,no,no,unknown,6,jun,97,1,-1,0,unknown,no
7909,32,services,single,secondary,no,0,no,yes,cellular,11,jul,333,2,-1,0,unknown,no
5386,39,management,married,tertiary,no,3518,yes,no,cellular,8,may,440,1,-1,0,unknown,no
5201,45,management,married,tertiary,no,160,no,no,cellular,10,nov,182,2,194,1,success,yes
7466,58,management,single,tertiary,no,1387,yes,no,telephone,3,feb,140,6,6,6,other,no
6889,31,services,single,secondary,no,629,yes,no,unknown,21,may,369,2,-1,0,unknown,no
8105,48,blue-collar,married,primary,no,5366,yes,no,unknown,21,may,248,3,-1,0,unknown,no
7705,51,management,married,tertiary,no,656,yes,no,cellular,25,jul,268,2,-1,0,unknown,no
8035,60,blue-collar,divorced,secondary,no,1310,no,no,unknown,7,may,152,2,-1,0,unknown,no
8735,43,management,married,tertiary,no,-391,yes,no,cellular,28,jul,193,8,-1,0,unknown,no
7735,29,admin.,single,secondary,no,209,no,no,cellular,5,feb,605,2,-1,0,unknown,no
6248,52,housemaid,married,primary,no,3283,no,no,unknown,11,jun,553,1,-1,0,unknown,no
6014,33,services,divorced,secondary,no,327,yes,no,unknown,7,may,109,1,-1,0,unknown,no
9589,30,management,single,secondary,no,1299,no,no,cellular,14,aug,515,2,-1,0,unknown,no
